1	0	3.5	-1.6582e-10	-0.00242
2	0	4	3.1777e-10	-0.00242
3	-2	3.4641	-2.3259e-05	-0.0019756
4	-2.8284	2.8284	-0.00026361	-0.0016072
5	-3.4641	2	-0.00054883	-0.0013639
6	-3.0311	1.75	-0.00060998	-0.0014668
7	3.0311	1.75	0.00060712	-0.0014677
8	2	3.4641	2.2273e-05	-0.0019781
9	2.8284	2.8284	0.0002668	-0.0016009
10	3.4641	2	0.0005392	-0.0013696
11	-3.8637	1.0353	-0.00086783	-0.0012178
12	-4	0	-0.00091016	-0.0012158
13	-3.8637	-1.0353	-0.00086927	-0.0012098
14	-3.4641	-2	-0.00053917	-0.0010701
15	-3.0311	-1.75	-0.00060709	-0.00096389
16	3.5	0	0.00092175	-0.0012122
17	3.0311	-1.75	0.00060995	-0.00096338
18	3.8637	1.0353	0.00086927	-0.0012141
19	4	0	0.00091545	-0.0012158
20	3.8637	-1.0353	0.00086782	-0.0012058
21	3.4641	-2	0.0005488	-0.0010686
22	0	-4	-2.8024e-11	4.7576e-10
23	0	-3.5	-1.6418e-10	2.3772e-10
24	-2	-3.4641	-2.2373e-05	-0.00045271
25	-2.8284	-2.8284	-0.00026686	-0.00083559
26	2	-3.4641	2.338e-05	-0.00045224
27	2.8284	-2.8284	0.00026369	-0.00082118
28	0	3.5385	8.3185e-10	-0.00242
29	0	3.5769	-3.6166e-10	-0.00242
30	0	3.6154	2.4055e-10	-0.00242
31	0	3.6538	1.6874e-10	-0.00242
32	0	3.6923	-5.5453e-10	-0.00242
33	0	3.7308	5.6503e-10	-0.00242
34	0	3.7692	1.5899e-10	-0.00242
35	0	3.8077	-6.0064e-10	-0.00242
36	0	3.8462	9.1403e-10	-0.00242
37	0	3.8846	-6.5994e-10	-0.00242
38	0	3.9231	6.5586e-10	-0.00242
39	0	3.9615	-4.6702e-10	-0.00242
40	-0.042742	3.9998	2.3652e-10	-0.00242
41	-0.085479	3.9991	9.4849e-07	-0.0024221
42	-0.12821	3.9979	2.0226e-06	-0.0024221
43	-0.17092	3.9963	3.1534e-06	-0.0024209
44	-0.21361	3.9943	4.3197e-06	-0.0024186
45	-0.25628	3.9918	5.5086e-06	-0.0024152
46	-0.29892	3.9888	6.711e-06	-0.0024109
47	-0.34153	3.9854	7.9205e-06	-0.0024058
48	-0.38409	3.9815	9.1324e-06	-0.0023999
49	-0.42661	3.9772	1.0343e-05	-0.0023934
50	-0.46909	3.9724	1.155e-05	-0.0023862
51	-0.51151	3.9672	1.2751e-05	-0.0023786
52	-0.55387	3.9615	1.3943e-05	-0.0023704
53	-0.59617	3.9553	1.5125e-05	-0.0023619
54	-0.6384	3.9487	1.6296e-05	-0.0023531
55	-0.68056	3.9417	1.7453e-05	-0.002344
56	-0.72264	3.9342	1.8596e-05	-0.0023346
57	-0.76463	3.9262	1.9722e-05	-0.0023251
58	-0.80654	3.9178	2.0829e-05	-0.0023155
59	-0.84836	3.909	2.1917e-05	-0.0023058
60	-0.89008	3.8997	2.2983e-05	-0.002296
61	-0.9317	3.89	2.4025e-05	-0.0022862
62	-0.97322	3.8798	2.5042e-05	-0.0022763
63	-1.0146	3.8692	2.6032e-05	-0.0022665
64	-1.0559	3.8581	2.6992e-05	-0.0022566
65	-1.0971	3.8466	2.7921e-05	-0.0022468
66	-1.1381	3.8347	2.8816e-05	-0.002237
67	-1.179	3.8223	2.9675e-05	-0.0022271
68	-1.2198	3.8095	3.0494e-05	-0.0022173
69	-1.2604	3.7962	3.1271e-05	-0.0022074
70	-1.3009	3.7825	3.1999e-05	-0.0021975
71	-1.3413	3.7684	3.2674e-05	-0.0021875
72	-1.3815	3.7539	3.3286e-05	-0.0021775
73	-1.4215	3.7389	3.3823e-05	-0.0021673
74	-1.4614	3.7235	3.4268e-05	-0.002157
75	-1.5011	3.7077	3.4595e-05	-0.0021465
76	-1.5406	3.6914	3.4767e-05	-0.0021358
77	-1.58	3.6747	3.4726e-05	-0.0021249
78	-1.6191	3.6576	3.4387e-05	-0.0021138
79	-1.6581	3.6401	3.3629e-05	-0.0021024
80	-1.6969	3.6222	3.2295e-05	-0.002091
81	-1.7355	3.6039	3e-05	-0.00208
82	-1.7739	3.5851	2.4127e-05	-0.002065
83	-1.8122	3.566	1.7287e-05	-0.0020506
84	-1.8502	3.5464	9.8575e-06	-0.002036
85	-1.8879	3.5264	1.9904e-06	-0.0020213
86	-1.9255	3.5061	-6.1995e-06	-0.0020062
87	-1.9629	3.4853	-1.4633e-05	-0.001991
88	-2.0377	3.4421	-3.2045e-05	-0.00196
89	-2.0751	3.4196	-4.0972e-05	-0.0019442
90	-2.1123	3.3968	-5.0026e-05	-0.0019283
91	-2.1492	3.3736	-5.92e-05	-0.0019124
92	-2.1859	3.3499	-6.849e-05	-0.0018964
93	-2.2223	3.3259	-7.7893e-05	-0.0018804
94	-2.2584	3.3014	-8.7408e-05	-0.0018644
95	-2.2943	3.2766	-9.7035e-05	-0.0018484
96	-2.3299	3.2514	-0.00010677	-0.0018324
97	-2.3652	3.2258	-0.00011662	-0.0018166
98	-2.4003	3.1998	-0.00012657	-0.0018008
99	-2.435	3.1734	-0.00013663	-0.0017851
100	-2.4695	3.1467	-0.0001468	-0.0017696
101	-2.5037	3.1195	-0.00015706	-0.0017541
102	-2.5376	3.092	-0.00016742	-0.0017388
103	-2.5712	3.0642	-0.00017786	-0.0017237
104	-2.6044	3.0359	-0.00018839	-0.0017087
105	-2.6374	3.0074	-0.000199	-0.0016938
106	-2.67	2.9784	-0.00020967	-0.001679
107	-2.7024	2.9491	-0.0002204	-0.0016644
108	-2.7344	2.9195	-0.00023117	-0.0016499
109	-2.7661	2.8895	-0.00024197	-0.0016356
110	-2.7974	2.8591	-0.00025279	-0.0016213
111	-2.8579	2.7987	-0.00027441	-0.0015932
112	-2.887	2.7686	-0.00028519	-0.0015793
113	-2.9159	2.7382	-0.00029591	-0.0015654
114	-2.9444	2.7075	-0.00030658	-0.0015517
115	-2.9726	2.6765	-0.00031717	-0.001538
116	-3.0004	2.6452	-0.00032769	-0.0015245
117	-3.028	2.6137	-0.00033814	-0.001511
118	-3.0552	2.5818	-0.00034853	-0.0014978
119	-3.0821	2.5497	-0.00035891	-0.0014846
120	-3.1086	2.5173	-0.00036934	-0.0014716
121	-3.1348	2.4846	-0.00038	-0.00146
122	-3.1606	2.4516	-0.00039175	-0.0014515
123	-3.1861	2.4184	-0.00040372	-0.0014444
124	-3.2113	2.3849	-0.00041577	-0.0014374
125	-3.2361	2.3511	-0.00042784	-0.0014305
126	-3.2605	2.3171	-0.00043989	-0.0014237
127	-3.2846	2.2829	-0.00045192	-0.001417
